,Tweet_stemm
6206,"['chelsea', 'match', 'unbeaten', 'end', 'edouard', 'mendi', 'error', 'goodison', 'park', 'patchedup', 'everton', 'side']"
6207,"['look', 'blown', 'super', 'middl', 'yeah', 'pick', 'punch', 'well', 'great', 'stoppag']"
6208,"['busi', 'want', 'unfortun', 'beat']"
6209,"['ghastli', 'shithol', 'plan', 'long', 'sport']"
6210,"['chelsea', 'penalti', 'everton', 'secur', 'hardfought', 'victori']"
6211,"['selfcongratul', 'dont', 'know', 'impact', 'covid', 'season', 'everi', 'sport']"
6212,"['even', 'peep', 'need', 'recommend', 'sportmus', 'mainli', 'prefer', 'factual', 'thank', 'advanc']"
6213,"['think', 'proven', 'import', 'fan', 'sport', 'okoli', 'destroy', 'bloke', 'even', 'know']"
6214,"['go', 'walmart', 'distanc', 'anyon', 'check', 'number', 'door', 'anywher']"
6215,"['everton', 'chelsea', 'player', 'rate', 'west', 'london', 'sport']"
6216,"['sport', 'that', 'cricket', 'season', 'terribl', 'form', 'kick', 'pig', 'blad']"
6217,"['let', 'checkout', 'last', 'week', 'great', 'content', 'actifitt', 'actifit']"
6218,"['nearfight', 'learn', 'sport', 'ferentz', 'hey', 'footbal', 'marbl']"
6219,"['congrat', 'publish', 'worst', 'take', 'joey', 'sport', 'therapi', 'shame']"
6220,"['alert', 'high', 'roller', 'post', 'hidden', 'miami', 'hurrican', 'north', 'carolina', 'heel']"
6221,"['go', 'surprisingli', 'emot', 'ball', 'went', 'upright', 'reaction', 'histori', 'made']"
6222,"['hero', 'dunk', 'refus', 'bend', 'knee', 'worship', 'corp', 'well', 'done', 'champion']"
6223,['oth']
6224,['crazi']
6225,"['dunk', 'right', 'thing', 'sport', 'keep', 'away', 'virtu', 'signal', 'polit']"
6226,"['chelsea', 'boost', 'bayern', 'munich', 'hudsonodoi', 'pursuit', 'hold', 'rice', 'eye']"
6227,"['conserv', 'want', 'small', 'govern', 'conserv', 'want', 'govern', 'enough', 'determin']"
6228,"['okoli', 'stop', 'jezewski', 'second', 'round', 'next', 'joshua', 'pulev', 'joshuapulev']"
6229,"['late', 'need', 'sanctuari', 'idiot', 'still', 'hunt', 'sport', 'presid']"
6230,"['amaz', 'everi', 'trend', 'predict', 'collect', 'watch', 'side']"
6231,"['alright', 'season', 'day', 'away', 'know', 'cover', 'best', 'deal', 'join']"
6232,"['incred', 'sarah', 'fuller', 'becam', 'first', 'woman', 'score', 'power', 'game']"
6233,"['sport', 'lost', 'famou', 'fgcu', 'basketbal', 'earlier']"
6234,"['jezeweski', 'huge', 'troubl', 'hit', 'deck', 'time', 'like', 'absolut', 'stun']"
6235,"['okoli', 'realli', 'get', 'rep', 'kent', 'sport', 'lmaooo']"
6236,"['paid', 'money', 'player', 'made', 'today', 'play', 'sport']"
6237,"['anthoni', 'joshua', 'nigerian']"
6238,"['like', 'physic', 'stronger', 'faster', 'women', 'contact', 'spor']"
6239,"['recreat', 'sport', 'manag', 'degre']"
6240,"['loophol', 'written', 'thei']"
6241,"['exclus', 'alan', 'shearer', 'hire', 'sleuth', 'track', 'financi', 'advisor', 'owe']"
6242,"['boyton', 'today', 'unnecessari', 'shoot']"
6243,"['fragil', 'must', 'life', 'terrifi', 'girl', 'make', 'play', 'play', 'men', 'sport', 'footbal']"
6244,"['spoil', 'sport']"
6245,"['okoli', 'realli', 'get', 'rep', 'kent', 'sport', 'lmaooo']"
6246,"['perhap', 'inconveni', 'truth', 'realiti', 'ever', 'faster', 'time', 'longer', 'make', 'sport', 'ever', 'better', 'sugg']"
6247,"['age', 'like', 'fine', 'wine']"
6248,"['chess', 'isnt', 'sport', 'esport', 'sport', 'virtual', 'chess', 'sport']"
6249,"['lift', 'bronco', 'bronco', 'sport']"
6250,"['bball', 'school', 'best', 'team', 'last', 'year', 'would', 'number', 'seed', 'tour']"
6251,"['skyfal', 'game', 'style', 'flappi', 'bird', 'play', 'play', 'game', 'touch', 'mobil', 'devic']"
6252,"['spain', 'liga', 'harold', 'cazorla', 'point', 'rebound', 'assist', 'steal', 'rank', 'conspur', 'bezan']"
6253,"['lmao', 'accur', 'she', 'shitti', 'kicker', 'worst', 'colleg', 'histori', 'your', 'say']"
6254,"['drive', 'extrem', 'sport']"
6255,"['let', 'learn', 'sport', 'climb', 'strength', 'speed', 'flexibl', 'full', 'display', 'tokyo']"
6256,"['five', 'unbeaten', 'three', 'consecut', 'clean', 'sheet', 'sens', 'see', 'still', 'dcfc', 'dcfcfan']"
6257,"['vanderbilt', 'need', 'fuck', 'public', 'stunt', 'kicker', 'liter', 'dude', 'play', 'sport']"
6258,"['huge', 'score', 'tonight']"
6259,"['fifa', 'best', 'award', 'shortlist', 'reveal']"
6260,"['nice', 'sport', 'shuld']"
6261,"['roll', 'around', 'wist', 'olymp', 'sport', 'gold']"
6262,"['dream', 'doesnt', 'streami', 'tomorrow', 'rememb', 'good', 'sport', 'dont', 'contribut', 'reason']"
6263,"['humbl', 'afternoon', 'thank', 'opportun', 'chat', 'sport', 'ltad', 'honor']"
6264,"['joystick', 'esport', 'invest', 'joystick', 'csgo', 'virtu', 'virtu', 'victori', 'odd', 'unknown', 'let']"
6265,"['satisfi', 'thing', 'ever', 'son', 'chanukah', 'empti', 'skatepark', 'unadulter']"
6266,"['step', 'tell', 'beauti', 'step', 'fuck', 'step', 'tell', 'belong', 'man', 'sport']"
6267,"['tomorrow', 'pressur', 'world', 'owen', 'farrel', 'love', 'mental', 'backg']"
6268,"['column', 'shoot', 'board', 'banner', 'tarnish', 'great', 'reput', 'celtic', 'fan']"
6269,"['anoth', 'trailblaz', 'sport', 'basebal', 'offer', 'opportun', 'highlight', 'rang', 'tal']"
6270,"['watch', 'beat', 'reason', 'sport']"
6271,"['devast', 'london', 'okoli', 'floor', 'overmatch', 'oppon', 'three', 'time', 'rout', 'emphat', 'secondro']"
6272,"['pandem', 'sport', 'must']"
6273,"['well', 'tonight', 'though']"
6274,"['phil', 'sorri', 'hear', 'locat', 'watch', 'spark', 'sport', 'busi']"
6275,"['girl', 'sport', 'think', 'separ', 'men', 'wom']"
6276,"['stupid', 'ref', 'seem', 'sport', 'thing']"
6277,"['anymor', 'oneanddon', 'kind', 'ruin', 'integr', 'sport']"
6278,"['warn', 'goe', 'tonight', 'go', 'sport']"
6279,"['real', 'madrid', 'derbi', 'prove', 'point', 'leader', 'atletico']"
6280,"['honestli', 'okay', 'ban', 'sport', 'etern']"
6281,"['real', 'cost', 'grous', 'bird', 'prey', 'disappear', 'bird', 'crime', 'year', 'also', 'find', 'anim', 'kil']"
6282,"['yeah', 'cors', 'mean', 'right', 'though', 'effort', 'alway', 'bett']"
6283,"['thing', 'go', 'well']"
6284,"['matt', 'taylor', 'hail', 'complet', 'perform', 'exet', 'citi', 'thrash', 'tranmer', 'rover', 'ecfc']"
6285,"['unlucki', 'coventri', 'citi', 'boss', 'mark', 'robin', 'wycomb', 'perform', 'chairboy', 'pusb']"
6286,"['honest', 'person', 'hesh', 'think', 'right', 'refus', 'bull']"
6287,"['josephepstein', 'long', 'day', 'told', 'woman']"
6288,"['jezeweski', 'need', 'oxygen', 'ring', 'medic', 'attend', 'polish', 'star', 'okoliejezewski', 'joshuapulev']"
6289,"['youv', 'never', 'night', 'youv', 'game', 'favourit', 'sport', 'strip', 'dart', 'doubl']"
6290,"['letsgetueatalk', 'campaign', 'check', 'account', 'amaz', 'campaign', 'informati']"
6291,"['still', 'hell', 'look', 'forward', 'sport']"
6292,"['manchest', 'unitedmanchest', 'citi', 'highlight']"
6293,"['blimey', 'everton', 'first', 'game', 'seven', 'sport', 'rave']"
6294,"['somehow', 'sedit', 'violat', 'constitut', 'elect', 'think']"
6295,"['definit', 'enter', 'bodybuild', 'fetish', 'angl', 'find', 'relationship']"
6296,"['sport', 'need', 'mute', 'commentari', 'trash']"
6297,"['sportsman', 'work', 'busi', 'believ', 'could', 'bring', 'polit']"
6298,"['seen', 'movi', 'kise', 'akashi', 'scream', 'much', 'love', 'sport', 'anim']"
6299,"['team', 'bring', 'viewer', 'share', 'money', 'team', 'promot']"
6300,"['sunsport', 'select', 'celtic', 'team', 'play', 'kilmarnock', 'david', 'turnbul', 'man']"
6301,"['ronaldo', 'access', 'messi', 'say', 'arthur', 'goat', 'debat']"
6302,['oop']
6303,"['real', 'cost', 'grous', 'bird', 'prey', 'disappear', 'bird', 'crime', 'year', 'also', 'find', 'anim', 'kil']"
6304,"['david', 'issu', 'unit', 'titl', 'challeng', 'verdict', 'mufc']"
6305,"['chang', 'supplier', 'immedi']"
6306,"['execut', 'collect', 'sport', 'jacket', 'size']"
6307,"['like', 'physic', 'stronger', 'faster', 'women', 'contact']"
6308,"['your', 'watch', 'favorit', 'program', 'hubbi', 'chang', 'sport', 'channel', 'boom', 'nepa', 'took', 'light', 'react', 'song']"
6309,"['okoli', 'throw', 'baaammm', 'daznfightclub']"
6310,['pish']
6311,"['sport', 'team', 'lose', 'embarrassingli', 'coach', 'manag', 'get', 'fire', 'hous', 'republican', 'lead']"
6312,"['differ', 'code', 'wider', 'waterford', 'sport', 'famili', 'wish', 'massiv', 'amount', 'luck', 'best', 'wish']"
6313,"['civil', 'live', 'savannah', 'love']"
6314,"['your', 'dig', 'yersel', 'hole', 'chri', 'dont', 'belittl', 'work']"
6315,"['okoli', 'stop', 'jezewski', 'second', 'round', 'next', 'joshua', 'pulev', 'joshuapulev']"
6316,[]
6317,"['love', 'hate', 'relationship', 'sport', 'swear']"
6318,"['wheeesht', 'simpleton']"
6319,['pish']
6320,"['virginia', 'virginia', 'tech', 'ncaa', 'footbal', 'today', 'click', 'link', 'watch', 'live']"
6321,"['williamhil', 'world', 'lead', 'bet', 'game', 'compani', 'boost', 'acca', 'insur', 'enhanc', 'odd', 'new', 'custom']"
6322,"['face', 'lifetim', 'championship', 'side', 'boo', 'take', 'knee', 'woke', 'footbal']"
6323,"['actual', 'hit', 'kicker', 'penalti', 'ball', 'first', 'never', 'pur']"
6324,"['would', 'sport', 'purs', 'made', 'lizard', 'fashion']"
6325,"['thought', 'excel', 'perform', 'absolut', 'dismal', 'manchest', 'derbi', 'gunnar', 'sol']"
6326,"['your', 'welcom', 'mate']"
6327,"['citi', 'commit', 'issu', 'manchest', 'sport', 'news', 'soccer', 'footbal']"
6328,"['label', 'phenomen', 'sign']"
6329,"['ferran', 'torr', 'well', 'bench']"
6330,"['expect', 'nufc', 'earli', 'motd']"
6331,"['joystick', 'esport', 'invest', 'joystick', 'csgo', 'astrali', 'astrali', 'victori', 'odd', 'unknown', 'let', 'ast']"
6332,"['flynn', 'blame', 'poor', 'defend', 'slam', 'poor', 'offici', 'orient', 'loss']"
6333,"['bein', 'sport', 'wasnt', 'call', 'well', 'miss', 'full', 'chip', 'curri']"
6334,"['denis', 'gaul', 'toast', 'kilkenni', 'late', 'penalti', 'seal', 'victori', 'allireland', 'final']"
6335,"['sport', 'fell', 'absolut', 'cliff']"
6336,"['brand', 'tecnhi', 'sport', 'kawaii', 'chair']"
6337,"['crawley', 'welcom', 'fan', 'back', 'cracker', 'watter', 'hattrick', 'down', 'barrow']"
6338,['love']
6339,"['sport', 'entertain', 'mate', 'opportun', 'claim', 'credi']"
6340,"['matt', 'team', 'appreci', 'want', 'score', 'noth', 'play']"
6341,"['kermit', 'whitfield', 'wide', 'receiv', 'play', 'dalla', 'renegad', 'sign', 'week', 'collect']"
6342,"['didnt', 'help']"
6343,"['jezeweski', 'huge', 'troubl', 'hit', 'deck', 'time', 'like', 'absolut', 'stunn']"
6344,"['know', 'simpli', 'win', 'bet', 'stand', 'chanc', 'win', 'merrybetpuntersleagu', 'ongo']"
6345,"['interest', 'rule', 'convent', 'photographi', 'sport', 'bill', 'brandt']"
6346,"['fusezenpay', 'thankyouu', 'vouch', 'sport', 'tripl', 'join']"
6347,"['anthoni', 'joshua', 'kubrat', 'pulev', 'world', 'heavyweight', 'box', 'live']"
6348,"['want', 'reword', 'min', 'guy']"
6349,"['return', 'gayl', 'score', 'winner', 'newcastl', 'heap', 'miseri', 'west', 'brom']"
6350,['everton']
6351,"['skyfal', 'game', 'style', 'flappi', 'bird', 'play', 'play', 'game', 'touch', 'mobil', 'devic']"
6352,"['fan', 'player', 'pundit', 'react', 'tonight', 'lot', 'love', 'player', 'particular']"
6353,"['real', 'madrid', 'atletico', 'rojiblanco', 'suffer', 'first', 'loss', 'liga', 'season']"
6354,"['lion', 'anthoni', 'joshua', 'kubrat', 'pulev', 'live', 'start', 'time', 'stream', 'channel', 'furi', 'win', 'ring', 'walk', 'nex']"
6355,"['said', 'better', 'senior', 'joey', 'penizotto', 'said', 'team', 'know', 'suck', 'promis']"
6356,"['favorit', 'sport', 'calvinbal', 'make', 'even', 'rule', 'would', 'break', 'game', 'favorit', 'sport']"
6357,"['concuss', 'sport', 'dive', 'next']"
6358,"['there', 'realli', 'anti', 'masker', 'fantasi', 'footbal', 'owner', 'piss', 'player', 'covid', 'play', 'say', 'ju']"
6359,"['good', 'luck', 'jump', 'valet', 'vote', 'holli', 'doyl', 'sport', 'person', 'decemb']"
6360,"['love', 'beauti', 'leg']"
6361,"['thank', 'take', 'time', 'chat', 'hurl', 'irish', 'histori', 'irish', 'cultur', 'cant', 'wait']"
6362,"['sport', 'stop', 'seriou', 'perman', 'injuri']"
6363,"['bristol', 'clermont', 'auvergneclermont', 'control', 'midfield', 'matsushima', 'hattrickbristol', 'director', 'rugbi', 'cur']"
6364,"['incred', 'class', 'prove', 'mean', 'sport', 'famili']"
6365,"['block', 'peopl', 'favorit', 'sport']"
6366,"['crawley', 'town', 'star', 'prais', 'told', 'youv', 'still', 'learn']"
6367,"['john', 'dont', 'tell', 'mckay', 'said', 'hockey', 'real', 'man', 'sport', 'canadian', 'thing', 'theyr']"
6368,"['justin', 'jackson', 'taken', 'news']"
6369,"['hell', 'lawrenc', 'okoli', 'fight', 'absolut', 'punch', 'sicken', 'sport', 'time']"
6370,"['ryan', 'anderson', 'shift', 'news']"
6371,"['chad', 'hansen', 'play', 'week', 'news']"
6372,"['heat', 'bash', 'umpir', 'howler', 'could', 'derail', 'usman', 'khawaja', 'resurrect', 'test', 'career']"
6373,"['soccer', 'sport', 'like', 'boomer', 'esiason', 'that', 'funni']"
6374,"['sport', 'porn']"
6375,"['sergio', 'aguero', 'miss', 'mcfc', 'squad']"
6376,"['year', 'play', 'sport', 'last', 'four', 'year', 'memor', 'time', 'hell', 'journey', 'weslaco']"
6377,"['gylfi', 'sigurdsson', 'penalti', 'give', 'everton', 'muchneed', 'victori', 'chelsea', 'report']"
6378,"['hello', 'need', 'logo', 'profession', 'logo', 'design', 'graphic', 'design', 'order', 'link', 'fiverr']"
6379,"['balanc', 'power', 'scale', 'peac', 'fit', 'workout', 'weightloss', 'motiv', 'likeforlik']"
6380,"['quoitscup', 'pregam', 'coverag', 'commenc', 'across', 'major', 'news', 'sport', 'coverag', 'platform']"
6381,"['ahhh', 'imagin', 'love', 'sport', 'anim', 'much', 'never', 'tri', 'haikyuu', 'mean']"
6382,"['real', 'madrid', 'gift', 'rival', 'atletico', 'huge', 'talent', 'marco', 'llorent', 'mario', 'hermosa', 'star', 'retur']"
6383,"['unit', 'alway', 'barcelona', 'shadow']"
6384,"['hope', 'look', 'like', 'today', 'rali', 'adfer', 'coedwigoedd', 'cymru', 'took', 'place', 'first', 'forest', 'ralli', 'wale', 'sinc', 'feb']"
6385,"['holi', 'crap', 'christma', 'miracl', 'look', 'like', 'usp', 'found', 'miss', 'packag']"
6386,"['bond', 'harden', 'harden', 'basebal', 'much', 'individu', 'sport']"
6387,"['hope', 'ask', 'good', 'faith', 'question', 'sport', 'genderedand', 'keep']"
6388,"['here', 'remind', 'yall', 'lose', 'part', 'sport']"
6389,"['david', 'done', 'soon', 'possibl', 'moy', 'backroom', 'staff', 'incred', 'sign']"
6390,"['okay', 'tomorrow']"
6391,"['netbal', 'netbal', 'ask', 'final', 'ditch', 'dress', 'skirt', 'issu', 'long', 'read']"
6392,"['basketbal', 'school', 'bitch', 'good', 'sport']"
6393,"['jezewski', 'point', 'head', 'fight', 'stop', 'joshuapulev']"
6394,"['game', 'highlight', 'show', 'sport']"
6395,"['take', 'serious', 'also', 'think', 'answer']"
6396,"['nice', 'done', 'step', 'sport', 'femal', 'athlet']"
6397,"['sale', 'today', 'men', 'side', 'stripe', 'sport', 'pant', 'pocket']"
6398,"['solskjaer', 'ask', 'amplifi', 'exactli', 'meant', 'tonight', 'unit', 'best', 'derbi', 'perform']"
6399,"['isnt', 'panktrat', 'olymp', 'sport']"
6400,"['kean', 'back', 'solskjaer', 'stay', 'manchest', 'unit', 'nevil', 'urg', 'boss', 'domin', 'game']"
6401,"['live', 'black', 'cap', 'west', 'indi', 'second', 'test', 'three', 'basin', 'reserv']"
6402,"['chelsea', 'winner', 'loser', 'gylfi', 'sigurdsson', 'penalti', 'earn', 'everton']"
6403,"['sport', 'wont', 'mention']"
6404,"['tireless', 'deserv', 'everton', 'nullifi', 'frustrat', 'chelsea', 'point', 'beh']"
6405,"['littl', 'boy', 'cant', 'accept', 'fact', 'girl', 'better', 'sport']"
6406,"['want', 'give', 'someon', 'special', 'holidayfeel', 'year', 'repli', 'someon', 'life', 'deserv', 'sport']"
6407,"['well', 'would', 'elimin', 'women', 'competit', 'sport', 'pretti', 'instantli', 'stop', 'gender', 'let']"
6408,"['isnt', 'sport']"
6409,"['freak', 'woman', 'bare', 'minimum', 'male', 'sport']"
6410,"['concuss', 'debat', 'urgenc', 'global', 'season', 'talk', 'concuss']"
6411,"['doubl', 'three', 'four', 'time', 'tell', 'lie', 'whatev', 'nipsey', 'said', 'sport', 'mana']"
6412,['stop']
6413,"['want', 'neg', 'junk', 'would', 'sent', 'person']"
6414,"['congrat', 'chri', 'bell', 'name', 'allstat', 'team', 'chri', 'absolut', 'beast', 'defen']"
6415,"['sinc', 'kicker', 'sooo', 'much']"
6416,"['european', 'challeng', 'osprey', 'castr']"
6417,"['everton', 'chelsea', 'gylfi', 'sigurdsson', 'penalti', 'give', 'host']"
6418,"['month', 'past', 'frost', 'punkin', 'slight', 'novemb', 'snow', 'given', 'decemb', 'howler', 'insi']"
6419,"['nation', 'game', 'could', 'leav', 'england', 'rugbi', 'boss', 'admit', 'autumn', 'nation', 'amazon', 'went', 'realli']"
6420,"['humbl', 'afternoon', 'thank', 'opportun', 'chat', 'sport', 'ltad', 'honor']"
6421,"['fan', 'back', 'stand', 'today', 'here', 'photo', 'galleri', 'blue', 'support', 'spot']"
6422,"['sport', 'great', 'rivalri', 'affirm', 'alydar']"
6423,"['spoil', 'sport']"
6424,"['incred', 'hear', 'bobbi', 'charlton', 'dementia', 'diagnosi', 'best', 'pull', 'england']"
6425,"['thrill', 'lauren', 'sport', 'featur', 'luxuri', 'travel', 'gift', 'check', 'along', 'wit']"
6426,"['cool', 'bench', 'reaction', 'ever', 'play', 'sport', 'know', 'isnt', 'fake', 'manufactur', 'pretti']"
6427,"['listen', 'flyboy', 'content', 'case', 'worth', 'make', 'year', 'sport', 'care']"
6428,"['jezewski', 'well', 'surviv', 'first', 'round', 'drop', 'twice', 'okoli', 'joshuapulev']"
6429,"['badgerbait', 'involv', 'tortur', 'badger', 'death', 'thrive', 'blood', 'sport', 'across', 'despit']"
6430,"['armi', 'navi', 'game', 'cool', 'set', 'back', 'game', 'footbal', 'decad', 'sure', 'sport', 'even', 'play']"
6431,"['thank', 'peopl', 'need', 'realli', 'treat', 'american', 'citizen', 'like', 'person']"
6432,"['earth', 'jezeweski', 'surviv', 'round', 'okoliejezewski', 'joshuapulev']"
6433,"['matt', 'doherti', 'relish', 'battl', 'serg', 'aurier', 'tottenham', 'firstchoic', 'right', 'back']"
6434,['pain']
6435,"['trump', 'isnt', 'realli', 'footbal', 'sport', 'golf']"
6436,"['box', 'sale', 'gtgt', 'collect']"
6437,"['check', 'footbal', 'box', 'sale', 'gtgt', 'collect']"
6438,"['orwellian', 'face', 'lifetim', 'championship', 'side', 'boo', 'take', 'knee']"
6439,"['basebal', 'box', 'sale', 'gtgt', 'collect']"
6440,"['lewi', 'hamilton', 'reveal', 'still', 'struggl', 'fight', 'coronaviru']"
6441,"['everi', 'year', 'franchis', 'cross', 'billion', 'valu', 'immedi', 'want', 'spor']"
6442,"['take', 'break', 'sport']"
6443,"['auburn', 'miss', 'state', 'ncaa', 'footbal', 'today', 'click', 'link', 'watch', 'live']"
6444,"['para', 'dicen', 'inventado', 'even', 'rememb', 'score', 'chelsea', 'west']"
6445,"['what', 'suggest']"
6446,"['absolut', 'richard', 'mick', 'great', 'sport', 'alic', 'warmth', 'alway', 'shine']"
6447,"['complet', 'month', 'advanc', 'command', 'staff', 'cours', 'link', 'king', 'coll']"
6448,"['swimmer', 'swam', 'nearfreez', 'water', 'tallinn', 'port', 'estonia', 'friday', 'take', 'part', 'giant', 'winter']"
6449,"['annoy', 'everton', 'chelsea', 'even', 'havertz', 'annoy', 'listen', 'bia', 'sport']"
6450,"['person', 'aliv', 'ever', 'broke', 'heart', 'much', 'know', 'stop', 'watch']"
6451,"['sport', 'athlet', 'elijah', 'wood', 'bench', 'squat', 'look', 'juco']"
6452,"['loday', 'waist', 'trainer', 'corset', 'weight', 'loss', 'tummi', 'control', 'sport', 'workout', 'bodi', 'shaper', 'black', 'blackvest']"
6453,"['sure', 'drag', 'loi', 'level', 'sport', 'triumph', 'hurdl', 'enhanc']"
6454,"['banentir', 'team', 'field', 'hahaha', 'love', 'sport']"
6455,"['world', 'athletico', 'madrid', 'lose', 'real', 'madrid', 'sport', 'inde', 'like', 'biscuit', 'never', 'kno']"
6456,"['bwahahahaha', 'barri', 'grass', 'get', 'bitchslap', 'everi', 'time', 'bothwel']"
6457,"['rememb', 'see', 'colleg', 'footbal', 'highlight', 'anywher', 'sport']"
6458,"['fandom', 'editor', 'hunt', 'sport', 'know']"
6459,"['chelsea', 'penalti', 'everton', 'secur', 'hardfought', 'victori', 'goodison', 'park']"
6460,"['individu', 'highlight', 'great', 'match', 'today', 'bristol', 'remind', 'great', 'japan', 'sear', 'hattrick']"
6461,"['issu', 'timothi', 'mcguin', 'colleagu', 'mental', 'health', 'physic', 'activ', 'qualiti', 'life', 'adol']"
6462,['sport']
6463,"['first', 'time', 'season', 'werner', 'havertz', 'tonight', 'grade', 'chelsea']"
6464,"['peopl', 'play', 'sport', 'half', 'decent', 'level', 'former', 'tend']"
6465,"['way', 'improv', 'injur', 'improv', 'nutrit', 'better', 'sleep', 'habit', 'mindset', 'train', 'video', 'review']"
6466,"['chang', 'bedsheet', 'alon', 'either', 'illeg', 'count', 'olymp', 'sport', 'saturday', 'night', 'realli', 'fuck', 'wild']"
6467,"['happi', 'announc', 'club', 'year', 'award', 'award', 'given', 'prove', 'exemplari', 'toward', 'club']"
6468,"['manag', 'dowl', 'prais', 'charact', 'kilkenni', 'final', 'banish', 'devast', 'defeat']"
6469,"['littl', 'sport', 'today', 'free', 'time', 'wonder', 'moment']"
6470,"['pleas', 'delet', 'comment', 'report', 'sport']"
6471,"['teen', 'partner', 'year', 'even', 'sport', 'award', 'absolut', 'delight', 'thank', 'sport']"
6472,"['offens', 'lehigh', 'scout', 'wont', 'chang', 'schedul', 'make', 'detour', 'goo']"
6473,"['dont', 'like', 'sport', 'squat', 'chicken', 'leg', 'okoliejezewski']"
6474,"['thought', 'footbal', 'contact', 'sport']"
6475,"['guy', 'even', 'care', 'major', 'opposit', 'hearjust', 'honest']"
6476,"['sure', 'that', 'basketbal', 'without', 'doubt']"
6477,"['fuck', 'dusti', 'diaspora', 'war', 'engag', 'weekli', 'sport']"
6478,"['high', 'level', 'sport', 'use', 'propoganda', 'weapon', 'wefun', 'dont', 'watch', 'result', 'everyth']"
6479,"['sport', 'brotherhood', 'respect']"
6480,"['surpris', 'probabl', 'went', 'home', 'pout', 'sulk', 'stamp', 'foot', 'gener', 'feel']"
6481,"['cant', 'believ', 'giroud', 'good', 'team', 'super', 'stink', 'sport']"
6482,"['scottish', 'open', 'snooker', 'result', 'live', 'updat', 'selbi', 'look', 'osullivan', 'final', 'express']"
6483,"['still', 'feel', 'lung', 'hamilton', 'final', 'race']"
6484,"['still', 'feel', 'lung', 'hamilton', 'final', 'race']"
6485,"['bayern', 'munich', 'avoid', 'major', 'scare', 'minnow', 'union', 'berlin']"
6486,"['push', 'watch', 'script', 'sport']"
6487,"['real', 'madrid', 'hand', 'atletico', 'madrid', 'first', 'leagu', 'defeat', 'season']"
6488,"['absenc', 'fan', 'felt', 'soulless', 'dismal', 'manchest', 'derbi']"
6489,"['irv', 'member', 'stand', 'rock', 'sioux', 'star', 'david', 'signal', 'believ', 'nativ', 'ame']"
6490,"['agre', 'tri', 'believ', 'box', 'teach', 'help', 'young', 'peopl', 'mani', 'thingsrespectdiscipli']"
6491,"['okoli', 'down', 'jezeweski', 'second', 'alreadi', 'okoliejezewski', 'joshuapulev']"
6492,['delet']
6493,"['crazi', 'deal', 'miss', 'collis', 'men', 'waterproof', 'sport', 'digit', 'analog', 'dual', 'time', 'alarm', 'date', 'chronograph', 'wrist', 'watch']"
6494,"['eirgrid', 'cat', 'women', 'sport', 'fire', 'burn', 'true', 'repub']"
6495,"['good', 'footbal', 'team', 'europ', 'sport', 'done']"
6496,"['women', 'allow', 'women', 'retain', 'correct', 'protect', 'enabl', 'compet', 'fairli', 'sport']"
6497,"['last', 'peopl', 'watch', 'crap', 'excus', 'footbal', 'need', 'told']"
6498,"['straight', 'divis', 'championship', 'head', 'confer', 'championship', 'game', 'day']"
6499,"['injuri', 'dembélé', 'ansu', 'fati', 'expect', 'konrad', 'fuent', 'call']"
6500,"['colonist', 'sport', 'must', 'chang', 'good', 'realli', 'want', 'impress', 'tell']"
6501,"['thu', 'reason', 'play', 'footbal', 'sport']"
6502,"['supercoach', 'trade', 'sort', 'hurrican', 'striker', 'start', 'doubl', 'aedt']"
6503,"['mani', 'option', 'price', 'peopl', 'christma']"
6504,"['sport', 'ever', 'grow', 'bookmak', 'though']"
6505,"['great', 'perform', 'park', 'everton', 'tonight', 'agre', 'godfrey', 'standout']"
6506,"['northern', 'flicker', 'year', 'round', 'classic', 'often', 'find', 'woodpeck', 'ground', 'forag']"
6507,"['chelsea', 'couldv', 'done', 'christian', 'pulis', 'everton']"
6508,"['first', 'time', 'season', 'werner', 'havertz', 'tonight', 'grade', 'chelsea']"
6509,"['congratul', 'kate', 'moloney', 'taylor', 'adam', 'win', 'deakin', 'spo']"
6510,"['girl', 'upset', 'yeah', 'champ', 'team', 'sport', 'aint']"
6511,"['unit', 'citi', 'footbal', 'struggl', 'without', 'fan', 'sport', 'need', 'concentr', 'get', 'tie']"
6512,"['time', 'legisl', 'care', 'actual', 'threat', 'women', 'sport', 'sexual', 'abus', 'harass', 'unequ', 'lack']"
6513,"['gaul', 'spot', 'kilkenni', 'first', 'allireland', 'titl', 'sinc']"
6514,"['great', 'perform', 'park', 'everton', 'tonight', 'agre', 'godfrey', 'standout']"
6515,"['floyd', 'mayweath', 'could', 'attend', 'anthoni', 'joshua', 'kubrat', 'pulev', 'joshuapulev']"
6516,"['anymor', 'place', 'racist', 'sport']"
6517,"['load', 'racist', 'boycott', 'sport', 'racist', 'polit', 'interfer']"
6518,"['polic', 'look', 'wit', 'assault', 'yearold', 'bribi', 'island', 'tuesday', 'night', 'detect', 'also']"
6519,"['listen', 'love', 'sport', 'love', 'sport', 'radio', 'radioplay', 'mobil']"
6520,"['liverpool', 'alisson', 'return', 'red', 'boost', 'sunday', 'trip', 'fulham']"
6521,"['yuzuru', 'retir', 'channel', 'intensitydemon', 'like', 'unstopp', 'energi', 'chang', 'sport']"
6522,"['close', 'perfect', 'moray', 'bucki', 'thistl', 'roth', 'keith', 'penalti', 'heartbreak', 'lossiemout']"
