,Tweet_stemm
6523,"['know', 'unforese', 'product', 'delay', 'paul', 'meant', 'dumb', 'friend', 'schedul', 'surpris', 'album', 'drop']"
6524,"['pictur', 'special']"
6525,"['happen', 'sport', 'man']"
6526,"['love', 'ambit']"
6527,"['chelsea', 'boss', 'frank', 'lampard', 'give', 'worri', 'christian', 'pulis', 'updat', 'everton', 'beat', 'blue']"
6528,"['chelsea', 'player', 'rate', 'everton', 'havertz', 'flop', 'jame', 'shine', 'toffe', 'defeat']"
6529,"['admit', 'never', 'play', 'sport', 'life', 'nerd']"
6530,"['suck', 'press', 'girl']"
6531,"['okay', 'sexual', 'assault', 'woman', 'show', 'inappropri', 'behavior', 'inabl', 'chang']"
6532,"['matt', 'ratana', 'influenc', 'still', 'felt', 'east', 'grinstead', 'sport', 'commun', 'role', 'shine']"
6533,"['everyon', 'today', 'fantast', 'crawley', 'town', 'bradburi', 'barrow', 'victori']"
6534,"['yeah', 'know', 'realli', 'wish', 'harm', 'girl', 'dont', 'belong']"
6535,"['william', 'saliba', 'send', 'lock', 'messag', 'fellow', 'arsen', 'outcast', 'matteo', 'guendouzi']"
6536,[]
6537,"['lawrenc', 'okoli', 'fight', 'youd', 'like', 'know', 'littl', 'mindset', 'plan', 'inter']"
6538,"['gaul', 'spot', 'kilkenni', 'first', 'allireland', 'titl', 'sinc']"
6539,"['manag', 'technolog', 'fail', 'miser', 'sport']"
6540,"['franc', 'charl', 'nkaloul', 'point', 'rebound', 'rank', 'minut', 'sluc', 'nanci', 'psfam']"
6541,"['want', 'sign', 'think', 'would', 'amaz']"
6542,"['would', 'nice', 'british', 'box', 'fan', 'behind', 'lawrenc', 'okoli', 'rel', 'short', 'career']"
6543,"['fuck', 'women', 'talk', 'sport']"
6544,"['mcmanaman', 'difficult', 'endur', 'often', 'watch', 'sport', 'volum']"
6545,"['neg', 'sport', 'goal', 'score', 'everton', 'chelsea', 'citi', 'worst', 'manchest']"
6546,"['sport', 'never', 'cover', 'game', 'footbal', 'fan', 'stadium', 'evech']"
6547,"['tri', 'figur', 'sport', 'pepper', 'graviti', 'irrelev']"
6548,"['men', 'suit', 'jacket', 'code', 'need', 'free', 'ship', 'click', 'shop', 'sale']"
6549,"['wish', 'live', 'countri', 'protect', 'conserv', 'improv', 'outcom', 'nativ', 'wildlif', 'ensur', 'biodivers']"
6550,"['also', 'spent', 'summer', 'live', 'matter', 'hope', 'found', 'sport', 'watch', 'nobodi', 'like']"
6551,"['sigurdsson', 'penalti', 'see', 'everton', 'past', 'chelsea', 'sport', 'footbal']"
6552,"['matt', 'ratana', 'influenc', 'still', 'felt', 'east', 'grinstead', 'sport', 'commun', 'role', 'shine']"
6553,"['lgbt', 'right', 'often', 'discuss', 'breath', 'toler', 'accept', 'rainbowlac']"
6554,"['know', 'simpli', 'win', 'bet', 'stand', 'chanc', 'win', 'merrybetpuntersleagu', 'ongo']"
6555,"['high', 'level', 'sport', 'use', 'propoganda', 'weapon', 'wefun', 'dont', 'watch', 'result', 'everi']"
6556,"['sarah', 'fuller', 'vanderbilt', 'senior', 'goalkeep', 'women', 'soccer', 'team', 'becam', 'first', 'woman', 'score']"
6557,"['neg', 'sport', 'goal', 'score', 'everton', 'chelsea', 'citi', 'worst', 'man']"
6558,['sport']
6559,"['good', 'onlin', 'resourc', 'anyth', 'sabbatia', 'zevi']"
6560,"['good', 'thing', 'mike', 'good', 'sport', 'isnt', 'type', 'take', 'comment', 'attack', 'person']"
6561,"['allow', 'compet', 'women', 'sport', 'india', 'pakistan', 'thought', 'hypocrit']"
6562,"['good', 'white', 'footbal', 'get', 'shit', 'sunday', 'paper']"
6563,"['theyr', 'shoe', 'wear', 'muscl', 'definit', 'sport']"
6564,"['stupidest', 'best', 'sport', 'alway']"
6565,"['truli', 'love', 'sport', 'footbal', 'know', 'awesom', 'mani', 'hater']"
6566,"['instal', 'chang', 'place', 'toilet', 'facil', 'counti', 'hall', 'tallaght', 'north', 'clondalkin']"
6567,"['sport', 'go', 'fan', 'make', 'differ', 'highlight', 'unfair', 'club', 'without']"
6568,"['great', 'everton', 'get', 'give', 'even', 'chanc', 'ahead', 'chelsea']"
6569,"['mbapp', 'hint', 'quit', 'parent', 'bless', 'liverpool', 'keen']"
6570,"['chelsea', 'deal', 'last', 'decad', 'perman', 'high', 'financi', 'valu', 'fail', 'morata', 'keba', 'alan', 'havertz']"
6571,"['believ', 'there', 'variat', 'within', 'sex', 'inde', 'femal', 'athlet']"
6572,"['usrowcon', 'attende', 'minut', 'arshay', 'cooper', 'back', 'lead', 'talent', 'group', 'panelist', 'extens', 'exper']"
6573,"['sign', 'petit', 'like', 'sport', 'sign', 'petit', 'covid', 'fai']"
6574,"['keith', 'duggan', 'time', 'start', 'pay', 'lipservic', 'irish', 'women', 'sport']"
6575,"['brilliant', 'fron', 'blue', 'player', 'rate', 'show']"
6576,"['sarah', 'fuller', 'vanderbilt', 'senior', 'goalkeep', 'women', 'soccer', 'team', 'becam', 'first', 'woman', 'score']"
6577,"['theyr', 'gender', 'theyr', 'divid', 'that', 'male', 'averag', 'much', 'bigger']"
6578,"['check', 'product', 'yoga', 'activewear', 'set', 'women', 'cloth', 'sport', 'wear', 'leg', 'shopigear', 'start']"
6579,"['hughi', 'furi', 'split', 'open', 'leav', 'gruesom', 'blood', 'pour', 'face']"
6580,"['utd', 'glori', 'day', 'look', 'away', 'ever', 'dismal', 'derbi', 'draw', 'citi']"
6581,"['chelsea', 'player', 'rate', 'everton', 'timo', 'werner', 'havertz', 'frank', 'lampard']"
6582,"['five', 'battl', 'could', 'decid', 'leicest', 'albion', 'bhafc', 'lcfc']"
6583,"['hughi', 'furi', 'left', 'blood', 'pour', 'face', 'bout', 'mariusz', 'wach', 'anthoni', 'joshua']"
6584,"['hughi', 'furi', 'tyson', 'furi', 'cousin', 'suffer', 'gruesom', 'clash', 'head', 'wach']"
6585,"['real', 'madrid', 'atletico', 'madrid', 'champion', 'reduc', 'liga', 'leader']"
6586,"['seven', 'year', 'sinc', 'devil', 'last', 'premier', 'leagu', 'titl', 'rate', 'wait']"
6587,['sport']
6588,"['gaul', 'spot', 'kilkenni', 'first', 'allireland', 'titl', 'sinc']"
6589,"['kobi', 'say', 'hello', 'georgi', 'dog', 'best', 'thing', 'glad', 'well', 'post', 'talk', 'sport']"
6590,"['titl', 'doctor', 'limit', 'medic', 'doctor', 'sport']"
6591,"['everton', 'end', 'chelsea', 'game', 'unbeaten', 'streak', 'fulltim', 'everton', 'chelsea', 'evech', 'premierleagu']"
6592,"['oloughlin', 'gael', 'took', 'kilkenni', 'second', 'allireland', 'titl', 'sinc', 'first', 'year']"
6593,"['your', 'say', 'jump', 'famili', 'friendli', 'sport', 'away', 'look', 'timi', 'zajc']"
6594,"['say', 'play', 'footbal', 'championship', 'win', 'sport']"
6595,"['male', 'sport']"
6596,"['jeremi', 'worst', 'take', 'incr']"
6597,['sport']
6598,"['brilliant', 'fron', 'blue', 'player', 'rate', 'show']"
6599,"['sarah', 'fuller', 'score', 'american', 'footbal', 'game', 'great', 'accomplish', 'gender', 'equal', 'sport', 'yep']"
6600,"['soni', 'soni', 'wildlif', 'sport', 'lens']"
6601,"['walk', 'around', 'mall', 'mask', 'extrem', 'sport']"
6602,"['supercoach', 'trade', 'sort', 'hurrican', 'striker', 'start', 'doubl', 'aedt']"
6603,"['terf', 'want', 'male', 'femal', 'sport', 'sphere', 'physic', 'bodi', 'compet']"
6604,"['assum', 'your', 'also', 'kind', 'think', 'poker', 'sport']"
6605,"['realli', 'worth', 'watch', 'matter', 'sportbusi', 'involv', 'work', 'hard', 'import', 'gett']"
6606,"['european', 'wale']"
6607,"['would', 'anyon', 'want', 'play', 'footbal', 'know', 'brain', 'injuri', 'associ', 'sport']"
6608,"['georgia', 'southern', 'appalachian', 'state', 'ncaa', 'footbal', 'live', 'ncaa', 'footbal']"
6609,"['kind', 'harm', 'anim', 'sport', 'alway', 'telltal', 'sign']"
6610,"['keep', 'eye', 'peel', 'ball', 'number', 'tomorrow', 'first', 'round', 'proper', 'scottish', 'draw', 'find', 'eit']"
6611,"['absolut', 'classiest', 'coach', 'anywher', 'sport']"
6612,"['someth', 'null', 'void', 'footbal', 'without', 'fan', 'pathet', 'sport']"
6613,"['abudhabigp', 'qualifi', 'full', 'session']"
6614,"['best', 'stori', 'sport', 'win']"
6615,"['lassi', 'bite', 'ankl', 'barri', 'ferguson', 'foot', 'ball', 'score', 'free', 'kick', 'final']"
6616,"['well', 'trade', 'hunter', 'ivanka', 'sport', 'hunter', 'ivanka', 'see']"
6617,"['william', 'project', 'fail', 'need', 'least', 'creativ', 'player', 'januari', 'integr', 'özil']"
6618,"['honda', 'accord', 'sport', 'mileag', 'mile', 'price', 'cedi', 'kindli', 'call']"
6619,"['although', 'wrestl', 'involv', 'persontoperson', 'contact', 'high', 'school', 'sport', 'coach', 'believ', 'protocol']"
6620,"['age', 'well']"
6621,"['watch', 'first', 'sled', 'hockey', 'game', 'leav', 'say', 'nice', 'truer', 'word', 'never', 'spoken']"
6622,"['kid', 'adult', 'full', 'protect', 'gear', 'multisport', 'helmet', 'knee', 'pad', 'elbow', 'pad', 'wrist', 'guard', 'full']"
6623,"['well', 'trade', 'hunter', 'ivanka', 'sport', 'hunter', 'ivanka', 'seem', 'like', 'lose']"
6624,"['sport', 'thee', 'drive', 'factor', 'bobbi', 'alway', 'spit']"
6625,"['sport', 'divid', 'weight', 'sport', 'bodi', 'strength']"
6626,"['unit', 'citi', 'footbal', 'struggl', 'without', 'fan']"
6627,"['manchest', 'unit', 'citi', 'combin', 'worst', 'derbi', 'modern', 'time']"
6628,"['time', 'penultim', 'fight', 'even', 'lawrenc', 'okoli', 'nikodem', 'jezeweski', 'go', 'cracker']"
6629,"['fremont', 'facil', 'ever', 'consid', 'donat', 'warehous', 'badminton', 'sport']"
6630,"['cech', 'releas', 'christma', 'singl', 'chariti', 'chelsea', 'legend', 'drum']"
6631,"['thor', 'appreci', 'good', 'sport', 'talk', 'bullshit']"
6632,"['win', 'final', 'consecut', 'team', 'get', 'back', 'full', 'strength', 'feel', 'sport']"
6633,"['contacttrac', 'data', 'indic', 'dine', 'remain', 'common', 'activ', 'among', 'test', 'posit']"
6634,"['know', 'coach', 'sport', 'leav', 'quick', 'round', 'rock', 'paper', 'scissor', 'leav', 'game']"
6635,"['time', 'penultim', 'fight', 'even', 'lawrenc', 'okoli', 'nikodem', 'jezeweski', 'go']"
6636,"['say', 'would', 'right', 'right', 'show', 'boyfrien']"
6637,"['start', 'want', 'pictur', 'dodg', 'viper', 'also', 'insert', 'pictur', 'viper']"
6638,"['mist', 'bright', 'light', 'christma', 'tree', 'time', 'sport', 'util']"
6639,"['play', 'russian', 'roulett', 'everyday', 'man', 'sport']"
6640,"['good', 'answer', 'question', 'tell', 'prove', 'origin', 'point']"
6641,"['osprey', 'castr', 'welsh', 'region', 'kick', 'european', 'campaign', 'domin', 'bonuspoint', 'victori']"
6642,"['phil', 'simmon', 'west', 'indi', 'fight', 'back', 'nzvwi', 'second', 'test', 'coverag', 'live', 'exclus', 'spark', 'sport']"
6643,"['fisalpin', 'skiweltcup', 'alpineski', 'valdiser', 'superg', 'men', 'full', 'race']"
6644,"['solut', 'close', 'school', 'destroy', 'futur', 'children']"
6645,"['andrew', 'young', 'claim', 'britain', 'first', 'crosscountri', 'ski', 'world', 'sprint', 'medal', 'five', 'year', 'bronz', 'davo']"
6646,"['continu', 'allerg', 'chang', 'within', 'sport', 'oppos', 'divers']"
6647,"['absolut', 'thundercunt', 'assist', 'carvaj', 'bounc', 'oblak', 'wiggli', 'cheek', 'goal', 'goat', 'sport']"
6648,"['pastor', 'fellow', 'keep', 'countri', 'like', 'thischurch', 'scam', 'total', 'scam', 'white']"
6649,"['dont', 'think', 'accolad', 'anoth', 'sport', 'recognis', 'new']"
6650,"['check', 'finish', 'avail', 'link', 'finish', 'run', 'marathon', 'runner', 'tra']"
6651,"['huge', 'congrat', 'claim', 'world', 'sprint', 'medal', 'year', 'bronz', 'switzer']"
6652,['news']
6653,"['footbal', 'use', 'man', 'sport', 'play']"
6654,"['inclus', 'athlet', 'anoth', 'educ', 'opportun', 'come', 'januari', 'richard', 'brickley', 'tutor']"
6655,"['issa', 'white', 'like', 'kmon', 'sport', 'let', 'play', 'katxh']"
6656,"['triathlon', 'sport', 'merri', 'christma', 'santa', 'holiday', 'favor', 'tag']"
6657,"['belotti', 'hit', 'goal', 'torino', 'match', 'year', 'seri', 'sport', 'news', 'soccer', 'footbal']"
6658,"['real', 'hand', 'atletico', 'first', 'leagu', 'defeat', 'season']"
6659,"['usrowcon', 'attende', 'minut', 'arshay', 'cooper', 'back', 'lead', 'talent', 'group', 'panelist', 'exten']"
6660,"['coolest', 'thing', 'year', 'girl', 'cant', 'comprehend', 'girl', 'play', 'rough', 'sport']"
6661,"['titl', 'limit', 'medic', 'doctor', 'sport', 'anyon']"
6662,"['live', 'news', 'silverston', 'renam', 'straight', 'seventim', 'champion', 'lewi', 'hamilton']"
6663,"['told', 'joshua', 'win', 'import', 'legaci', 'box', 'whole', 'sport']"
6664,"['leverkusen', 'much', 'better', 'without', 'good', 'riddanc']"
6665,"['alway', 'footbal', 'sport']"
6666,"['halftim', 'everton', 'chelsea', 'halftim', 'goodison', 'park', 'chelsea', 'domin', 'everton', 'lead', 'follow']"
6667,"['kean', 'left', 'furiou', 'citi', 'player', 'action', 'fulltim', 'footbal', 'news']"
6668,"['knock', 'corner', 'three', 'seven', 'unansw', 'point', 'bring', 'back']"
6669,"['girl', 'offici', 'texa', 'ex', 'graduat', 'year', 'sport', 'manag', 'sport', 'media', 'certif', 'afr']"
6670,"['best', 'sport', 'score', 'alway', 'use', 'espn', 'aw', 'will', 'someth', 'els']"
6671,"['comain', 'event', 'time', 'okoli', 'take', 'jezewski', 'follow', 'live', 'updat', 'joshuapulev']"
6672,"['minut', 'move', 'presumptu', 'confid', 'might', 'call', 'last']"
6673,"['citi', 'manchest', 'derbi', 'borefest', 'four', 'shot', 'target']"
6674,[]
6675,"['orlando', 'pirat', 'end', 'sixyear', 'trophyless', 'spell', 'premier', 'soccer', 'leagu', 'came', 'behind']"
6676,"['sport', 'claim', 'could', 'walk', 'floyd', 'mayweath', 'tonight', 'joshuapulev']"
6677,"['want', 'sport', 'sedan', 'that', 'heavi', 'luxuri', 'answer']"
6678,['hello']
6679,"['triathlon', 'sport', 'merri', 'christma', 'santa', 'holiday', 'favor', 'tag']"
6680,['broke']
6681,"['late', 'tri', 'wasp', 'home', 'dragon', 'irish', 'examin']"
6682,"['cullen', 'pleas', 'leavi', 'demon', 'irish', 'examin']"
6683,"['go', 'crazi', 'obvious', 'women', 'treat', 'equal', 'excit']"
6684,"['champion', 'wrap', 'wasp', 'join', 'leinster', 'atop', 'pool']"
6685,"['cullen', 'delight', 'leavi', 'buri', 'demon', 'montpelli']"
6686,"['jwaldenesq', 'michael', 'phelp', 'talk', 'next', 'year', 'olymp', 'fair', 'sport', 'dope', 'cheat', 'need', 'priori']"
6687,"['meanwhil', 'hasnt', 'impress', 'anybodi']"
6688,"['size', 'look', 'easi', 'vehicl', 'could', 'easili', 'written', 'real', 'bronco']"
6689,"['fossil', 'win', 'jeep', 'wrangler', 'campaign', 'boost', 'conserv', 'capabl', 'donat', 'free', 'entri', 'avail']"
6690,"['dont', 'care', 'sport', 'competit', 'lie', 'deceiv']"
6691,"['sport', 'play', 'proper', 'intent', 'provid', 'unlimit', 'opportun', 'posit', 'human', 'growth', 'includ']"
6692,"['matt', 'doherti', 'relish', 'battl', 'serg', 'aurier', 'tottenham', 'firstchoic', 'right', 'back']"
6693,"['scottish', 'premiership', 'team', 'news', 'stat', 'selector', 'scotland']"
6694,"['sasharos', 'want', 'tell', 'thank', 'much', 'mean', 'world']"
6695,"['feel', 'weird', 'wrestl', 'awar', 'wrestl', 'isnt', 'real', 'sport', 'right']"
6696,"['wnbl', 'match', 'townsvil', 'fire', 'melbourn', 'boomer', 'canberra', 'capit', 'sou']"
6697,"['second', 'excit', 'indoor', 'sport', 'shouldnt', 'spectat', 'dick', 'vertleib']"
6698,"['thank', 'amaz', 'action', 'shot', 'quit', 'rise']"
6699,"['echo', 'southend', 'unit', 'boss', 'mark', 'molesley', 'prais', 'chairman', 'martin', 'embargo', 'lift']"
6700,"['never', 'play', 'sport', 'sure', 'comment']"
6701,"['scottish', 'open', 'snooker', 'result', 'live', 'updat', 'selbi', 'look', 'osullivan', 'final', 'express']"
6702,"['scottish', 'open', 'snooker', 'result', 'live', 'updat', 'selbi', 'look', 'osullivan', 'final', 'express']"
6703,"['scottish', 'open', 'snooker', 'result', 'live', 'updat', 'selbi', 'look', 'osullivan', 'final', 'express']"
6704,"['david', 'issu', 'unit', 'titl', 'challeng', 'verdict', 'mufc']"
6705,"['cardiff', 'citi', 'swansea', 'citi', 'winner', 'loser', 'cooper', 'get', 'harri', 'stupid', 'moment', 'mad']"
6706,"['dead', 'right', 'martin', 'starv', 'board', 'money']"
6707,"['unit', 'show', 'tactic', 'promis', 'end', 'biggest', 'week', 'season', 'anoth', 'riskavers', 'perform', 'mufc']"
6708,"['nffc', 'boss', 'chri', 'hughton', 'face', 'dilemma', 'provid', 'scott', 'mckenna', 'injuri', 'updat']"
6709,"['guardiola', 'explain', 'decis', 'make', 'mcfc']"
6710,"['basebal', 'box', 'sale', 'gtgt', 'collect']"
6711,"['shirt', 'badg', 'use', 'thing', 'pride', 'wednesday', 'fan', 'derbi', 'defeat']"
6712,"['robbi', 'neilson', 'give', 'heart', 'director', 'footbal', 'updat', 'reveal', 'summer', 'transfer', 'window', 'prioriti', 'hmfc']"
6713,"['recap', 'look', 'reaction', 'lner', 'stadium', 'safc']"
6714,"['hardearn', 'battl', 'point', 'stokec', 'scfc']"
6715,"['think', 'poker', 'chip', 'think', 'game', 'sport', 'pampl', 'liter', 'point', 'dollar']"
6716,"['good', 'know', 'sport', 'comment', 'uptod', 'rule', 'freekick', 'offsid', 'taken']"
6717,['impress']
6718,['wanna']
6719,"['kilkenni', 'stage', 'brilliant', 'croke', 'park', 'comeback', 'banish', 'past', 'pain']"
6720,"['sport', 'find', 'american', 'footbal', 'dull', 'inde', 'believ', 'pinnacl', 'sport', 'entertain']"
6721,"['agre', 'well', 'match', 'fight', 'support', 'sport', 'tricki', 'time']"
6722,"['honestli', 'care', 'fast', 'anyon', 'track', 'cannot', 'break', 'tackl', 'make', 'guy', 'miss']"
6723,"['bannon', 'what', 'kamasutra', 'potu', 'trump', 'fking', 'sport']"
6724,"['arthur', 'masuaku', 'west', 'defend', 'say', 'knee', 'surgeri', 'help', 'remov', 'pain']"
6725,"['anybodi', 'left', 'okay', 'hunt', 'homeless', 'sport']"
6726,"['iron', 'photo', 'dont', 'rememb']"
6727,"['doubl', 'standard', 'fan', 'accus', 'demba', 'racism', 'defiant', 'antirac', 'tweet', 'resurfac']"
6728,"['forgiven', 'sport', 'know', 'ocker']"
6729,"['armi', 'navi', 'game', 'highlight', 'true', 'spirit', 'sport', 'footbal', 'better', 'game']"
6730,[]
6731,"['guess', 'three', 'look', 'crime', 'sport']"
6732,"['sport', 'shade', 'avail', 'variou', 'colour', 'sunglass', 'djglifestyl']"
6733,"['joshuapulev', 'buildup', 'bbcbox']"
6734,"['keep', 'focus', 'keep', 'push']"
6735,"['odee', 'sport', 'bet', 'elit', 'gambl']"
6736,"['success', 'respect', 'live', 'could', 'improv', 'overal', 'connect', 'planet', 'like']"
6737,"['showcas', 'dichotomi', 'peopl', 'live', 'complet', 'entangl', 'team', 'like']"
6738,"['anoth', 'stori', 'dreari', 'record']"
6739,"['mask', 'strong', 'pretti', 'good', 'sport']"
6740,"['much', 'fuck', 'polit', 'sport', 'wanna', 'watch', 'box']"
6741,['oleout']
6742,"['stanc', 'male', 'belong', 'femal', 'sport', 'wake']"
6743,"['femal', 'athlet', 'tradit', 'male', 'sport', 'hockey', 'made', 'smile', 'sarah']"
6744,"['mate', 'busi', 'rainbow', 'lgbt', 'ruin', 'game']"
6745,"['cant', 'believ', 'giroud', 'good', 'team', 'super', 'stink', 'sport']"
6746,"['chelsea', 'titl', 'suffer', 'huge', 'blow', 'fall', 'defeat', 'everton', 'evech']"
6747,"['amaz', 'stuff']"
6748,"['told', 'joshua', 'win', 'import', 'legaci', 'box', 'whole', 'sport']"
6749,"['great', 'women', 'colleg', 'sport', 'welcom', 'footbal', 'sarah', 'glad', 'make', 'differ']"
6750,"['learn', 'watch', 'sport', 'great', 'sportspeopl', 'alway', 'make', 'great', 'broadcast', 'punter']"
6751,['sport']
6752,"['competit', 'cheer', 'sport', 'sidelin', 'cheerlead', 'school', 'game']"
6753,['nice']
6754,"['employe', 'continu', 'complain', 'like']"
6755,"['dont', 'care', 'anoth', 'colleg', 'athlet', 'particip', 'sport', 'ever', 'pursui']"
6756,"['first', 'sport', 'season', 'would', 'expect', 'nois', 'around', 'similar', 'thing']"
6757,['lolol']
6758,"['toni', 'bellew', 'like', 'sport', 'box', 'never', 'quit']"
6759,"['readi', 'bore', 'fight', 'histori', 'sport']"
6760,"['success', 'stage', 'middlesex', 'cricket', 'trial', 'last', 'month', 'tonight', 'dana', 'attend', 'stag']"
6761,"['footbal', 'cricket', 'support', 'promot', 'blacklivesmatt', 'violent', 'racist', 'farleft', 'hate']"
6762,"['real', 'madrid', 'come', 'victori', 'citi', 'rival', 'fulltim', 'real', 'madrid', 'atletico', 'madrid']"
6763,"['chri', 'banner', 'throw', 'back', 'previou', 'regim', 'oust']"
6764,"['late', 'bordeaux', 'sink', 'northampton']"
6765,"['nigerian', 'live', 'nigeria', 'hope', 'leav', 'better', 'place', 'extrem', 'sport', 'everyth']"
